Experiment config name,Optimal score,Optimal run time,,,,,mean score,median score,mean run time,median run time
35_4_8_4_5,580.767,790.261636018753,880.50716384611,910.733113772831,0.002999687194824,0.002651929855347,151.611087380328,156.81557557038,0.000379581528206,0.000335576185718
36_4_8_4_6,728.106,2.88543200492859,1014.21308634568,1043.44638553778,0.00354151725769,0.0036940574646,139.294702467179,143.309680944502,0.122737851789305,0.128024415695459
37_4_8_4_7,792.954,45.9902350902557,1059.53622003097,1032.88187928534,0.003349876403809,0.003479719161987,133.618875752057,130.257477645026,0.00728388623636,0.007566213034481
38_4_8_4_8,467.9,1.28329610824585,665.924246543015,633.785202195111,0.003383255004883,0.003159284591675,142.321916337468,135.453131480041,0.263637907349958,0.246185161115564
39_4_8_4_9,730.069,1.31903481483459,1021.45047790763,953.668513126308,0.003337574005127,0.003113508224487,139.911498489544,130.627175393875,0.253031532419824,0.236044431084842
40_4_8_4_10,635.016,45.0675392150879,1120.24728796158,1105.28663503322,0.002642154693604,0.002613067626953,176.412450703853,174.056501731171,0.005862655782011,0.005798114723953
41_4_8_4_11,697.743,17.4032821655273,974.926358378147,986.145034548964,0.003005027770996,0.002911567687988,139.725709663608,141.333561862887,0.01726701746495,0.016729991850362
42_4_8_4_12,676.086,0.651620149612427,1003.81814972828,881.559514400724,0.004085779190063,0.003925561904907,148.474920310179,130.391623905942,0.627018546386822,0.602431018629809
43_4_8_4_13,602.584,64.4046680927277,718.812724159967,734.158944113041,0.004075050354004,0.003778457641602,119.28838538029,121.83512076541,0.006327259303839,0.005866744994573
44_4_8_4_14,861.094,7.23540711402893,1272.37544276242,1356.65524296569,0.003424549102783,0.003286600112915,147.762665024077,157.550191148201,0.047330427283674,0.045423845004417
45_4_8_4_15,877.256,17.6025919914246,1152.67984708604,1125.20281563983,0.002679586410522,0.002644062042236,131.396063074638,128.263906503897,0.015222680908743,0.015020867628611
46_4_8_4_16,737.782,487.542750120163,1036.07923112719,1050.30875339099,0.003356313705444,0.003032445907593,140.431622230847,142.360311500008,0.000688414237442,0.000621985642663
47_4_8_4_17,673.076,3.71670603752136,983.160287055011,1051.19182340826,0.003347969055176,0.003142356872559,146.069728686658,156.177285092361,0.090078930681548,0.084546822935026
48_4_8_4_18,1009.014,44.4846248626709,1342.88075031899,1311.48553762529,0.003581237792969,0.003544807434082,133.088416049628,129.976941610849,0.008050506897663,0.007968612627453
49_4_8_4_19,680.266,32.7234179973602,1044.88981743725,1035.12006230149,0.003163385391235,0.002796173095703,153.600182492915,152.164015591178,0.009667038423341,0.008544868680676
50_4_8_4_20,560.516,2.35052609443665,687.348453395535,701.31142262386,0.003719806671143,0.003912687301636,122.627802488339,125.118894487198,0.158254217213194,0.166460066573883
51_4_8_4_21,503.239,7.05494785308838,820.850913065026,857.849134289681,0.002762794494629,0.002630710601807,163.11353314529,170.465551018439,0.039161090232856,0.037288873803015
52_4_8_4_22,780.212,44.4157161712647,1120.47339753966,1172.81985538169,0.003020858764648,0.002914190292358,143.611402739212,150.320663535256,0.006801328504983,0.006561169206687
53_4_8_4_23,444.477,3.02691793441772,540.720554375368,502.853130598125,0.003348922729492,0.003309011459351,121.653213636559,113.133667343445,0.110638041798659,0.109319496961755
54_4_8_4_24,798.699,22.1814408302307,948.083767665561,924.256447708688,0.003670978546143,0.003381252288818,118.703512545472,115.720246013666,0.016549774986391,0.015243609802886
55_4_8_4_25,781.912,2.46972417831421,1016.02247374745,953.575062885364,0.003872156143188,0.003227472305298,129.940770028782,121.954268880048,0.156784963162629,0.130681487983037
56_4_8_4_26,834.045,1.78300094604492,968.873319231748,946.101556554149,0.003048515319824,0.002891063690186,116.16559289148,113.435313029171,0.170976651840061,0.1621459425806
57_4_8_4_27,642.939,1.74309921264648,766.685868771039,737.450161199331,0.003182697296143,0.003268241882324,119.247062127362,114.699864403829,0.182588419124486,0.187496033422112
58_4_8_4_28,888.297,2.9962260723114,1079.53294729944,1024.80195549501,0.003127288818359,0.002897500991821,121.52837928074,115.367040020963,0.104374260916396,0.096705018976958
59_4_8_4_29,481.966,7.35906195640564,635.004486901905,658.66511521279,0.003098821640015,0.003036737442017,131.752963259214,136.662153598551,0.042108921739914,0.041265278917421
60_4_8_8_0,970.135,441.697568893433,1233.95319542049,1227.06027181693,0.003079605102539,0.002880811691284,127.193967377786,126.48345558267,0.000697220297194,0.000652213617227
61_4_8_8_1,955.259,1861.4045779705,1410.80558604823,1453.09852218671,0.003119897842407,0.002964735031128,147.688279937506,152.115658914149,0.000167609872638,0.000159274080778
62_4_8_8_2,716.602,1192.12558293343,1055.31425447967,1112.1042719165,0.003253364562988,0.002852439880371,147.266440015471,155.191343579351,0.000272904516904,0.000239273439074
63_4_8_8_3,628.439,210.359834909439,965.874890533929,999.18133627069,0.003527927398682,0.003703355789185,153.694294996639,158.994164313591,0.001677091731984,0.001760486164471
64_4_8_8_4,785.843,2.25354814529419,1100.46377808168,1049.6532880796,0.003418874740601,0.002951860427856,140.036085844333,133.570355411908,0.151710747682041,0.13098723601803
65_4_8_8_5,720.805,44.5424749851227,988.879781526198,971.34729531992,0.002963304519653,0.002712965011597,137.191026911051,134.758678882627,0.006652761259097,0.00609073701563
66_4_8_8_6,908.728,198.702692985535,1346.01686923298,1306.1562271462,0.003405475616455,0.003011226654053,148.120985513044,143.734563823961,0.001713854787415,0.001515443303162
67_4_8_8_7,895.244,1357.71587991714,1270.65473043478,1272.10619823417,0.003149509429932,0.002918004989624,141.933900750497,142.096031722544,0.000231971171327,0.000214920148817
68_4_8_8_8,757.324,552.51898598671,1234.84606250083,1304.29367934538,0.003252792358398,0.002864837646484,163.053866310962,172.223999152989,0.000588720467694,0.000518504833163
69_4_8_8_9,1014.806,1770.76362991333,1284.14530146854,1300.16680113956,0.003381681442261,0.002970933914185,126.540964624622,128.119739254553,0.000190973057337,0.000167776989769
70_4_8_8_10,760.817,17.3331120014191,1076.01205586634,1099.25972001808,0.00342903137207,0.003600358963013,141.42849803124,144.484116419333,0.019783125914086,0.02077156694492
71_4_8_8_11,853.4,890.170519828796,1129.88664101536,1114.38928574897,0.003606557846069,0.003058671951294,132.398247130931,130.582292682091,0.00040515359313,0.000343605172623
72_4_8_8_12,968.21,730.91806101799,1232.22958856356,1263.54636835106,0.003468036651611,0.002929449081421,127.268835124979,130.503337948489,0.00047447680343,0.000400790353619
73_4_8_8_13,875.699,1452.34062600136,1075.4379543987,1030.90936262828,0.002823734283447,0.002829790115356,122.809087871369,117.724168079246,0.000194426447411,0.000194843417907
74_4_8_8_14,648.667,139.22750210762,851.55493348031,855.004986580581,0.002965831756592,0.002749681472778,131.277671514091,131.809539652947,0.002130205391676,0.001974955688462
75_4_8_8_15,866.925,2.19005703926086,1186.53125641481,1178.77488951987,0.003156042098999,0.002959251403809,136.866655871593,135.971957149681,0.144107758036484,0.135122115577745
76_4_8_8_16,746.996,1513.0366601944,1069.72459457944,1074.07838434082,0.003530216217041,0.003074645996094,143.203523791218,143.78636356029,0.000233319939293,0.000203210277516
77_4_8_8_17,1038.859,123.342849969864,1254.1146971321,1231.33144949991,0.003494071960449,0.003146886825562,120.720395850842,118.527292876118,0.00283281273402,0.002551332992817
78_4_8_8_18,639.749,4.84594893455505,1041.79236408114,1036.72556365778,0.003452301025391,0.003630638122559,162.843922238431,162.051924060496,0.071240969973358,0.074921097427783
79_4_8_8_19,872.517,977.307050943375,1229.30950080661,1225.92523241998,0.003261470794678,0.002887487411499,140.892326545684,140.504452339608,0.000333720174384,0.000295453451268
80_4_8_8_20,929.961,1892.31743788719,1157.89403075156,1155.76516334824,0.003183031082153,0.002847909927368,124.509955874662,124.281035801312,0.000168208093337,0.000150498530022
81_4_8_8_21,574.225,6.71744108200073,861.720361699776,904.800973981212,0.003292274475098,0.002815246582031,150.066674509082,157.569066825933,0.049010842594798,0.041909509107191
82_4_8_8_22,830.898,44.8209619522095,942.789124744972,939.50840852925,0.003547716140747,0.003688097000122,113.466288851938,113.071449026144,0.007915305665527,0.008228509249878
83_4_8_8_23,855.734,288.256860971451,1219.987244273,1227.96236137332,0.003337287902832,0.002892971038818,142.566176437187,143.498138600701,0.001157747951457,0.001003608735996
84_4_8_8_24,966.813,1358.71026086807,1211.56562252552,1205.27080107367,0.003065061569214,0.00282096862793,125.315404584497,124.664314719978,0.000225586105993,0.000207621058674
85_4_8_8_25,951.956,8778.78383302689,1169.8726542343,1150.39350739938,0.003560447692871,0.003024816513062,122.891462865332,120.845239422766,4.05574138809096E-05,3.44559858243893E-05
86_4_8_8_26,484.378,5.76448488235474,818.606959025832,765.555696380013,0.002668285369873,0.002681493759155,169.001680304604,158.049229399356,0.046288357491244,0.046517491395691
87_4_8_8_27,758.429,131.126778125763,1101.16387887005,1043.85627769817,0.003433847427368,0.003122806549072,145.1901072968,137.634014218624,0.00261872325123,0.002381517027801
88_4_8_8_28,1051.933,1907.96755814552,1380.77133380444,1372.14248760903,0.00325984954834,0.003073215484619,131.260387667698,130.440102897145,0.000170854558529,0.000161072732683
89_4_8_8_29,697.857,41.5792980194092,1152.30087736273,1101.15318322607,0.002663850784302,0.002706289291382,165.119913873864,157.790662446042,0.006406675704477,0.006508742139222
