Experiment config name,,,,,,,,2 Skills,,4 Skills,,8 Skills
24_4_8_2_24,1.11422619730453,0.001651094703663,1.15720246013666,0.000143697517596,1.31458201287129,2.07603511255478E-06,,-2.78222801571438,0.063409348258559,-3.84255073432695,0.118787685631716,-5.68276530541904
24_4_8_2_24,1.11422619730453,0.001562621149449,1.2322704281089,0.000131078706491,1.25086197675383,2.08287860586808E-06,,-2.80614630198546,0.090706026454625,-3.88246785296706,0.097209391195274,-5.68133604082419
24_4_8_2_24,1.11422619730453,0.001600639197172,1.15720246013666,0.000152436098029,1.24664314719978,2.06585760967859E-06,,-2.79570655211339,0.063409348258559,-3.81691217657635,0.095742154054851,-5.68489961576024
25_4_8_2_25,1.26640392855645,0.00011751536245,1.36671471555728,0.00130681487983,1.33866339338594,3.44559858243893E-07,,-3.92990535559522,0.135677870537565,-2.88378592914665,0.126671387487897,-6.46273531991944
25_4_8_2_25,1.25767639291478,9.08776790490259E-05,1.21954268880048,0.001849929344921,1.15957394034538,4.92220609349122E-07,,-4.04154277306211,0.086197006934297,-2.73284485846018,0.06429844668695,-6.30784020627886
25_4_8_2_25,1.25767639291478,0.000123106165945,1.50676322733354,0.001246865700516,1.15957394034538,5.07755269939925E-07,,-3.90972019427562,0.178045012672056,-2.90418032171458,0.06429844668695,-6.29434556040183
25_4_8_2_25,1.17104385887127,0.000160657849958,1.20200893487389,0.002135387836437,1.27830947496223,3.39617011692274E-07,,-3.79409804938322,0.079907695912981,-2.67052323542694,0.106636007967728,-6.46901056371948
25_4_8_2_25,1.25767639291478,8.06941715200941E-05,1.20200893487389,0.001300250396427,1.20845239422766,3.43717944820266E-07,,-4.09315783291207,0.079907695912981,-2.88597300514318,0.082229546484288,-6.4637977936324
26_4_8_2_26,1.51643760052152,0.00695794206291,1.13435313029171,0.001451905529062,1.5491837172531,0.000451360703833,,-2.15751919183782,0.054748273836702,-2.83806164089614,0.190102923671461,-3.34547625396753
26_4_8_2_26,1.56672319779515,0.010219783837318,1.13202030858543,0.001718270956755,2.06824371775267,0.000478368725422,,-1.99055829003818,0.053854218219277,-2.76490835054851,0.315601713840949,-3.32023722120324
26_4_8_2_26,1.51643760052152,0.012774204483929,1.06693892560628,0.00160942484323,1.56207430960674,0.000449871747053,,-1.89366613612455,0.028139559976182,-2.79332929914773,0.193701689902699,-3.34691128063809
26_4_8_2_26,1.12295087741454,0.011373370567499,1.23865005089844,0.001621459425806,1.58049229399356,0.000465174913957,,-1.94411081042762,0.092948624833761,-2.79009391431696,0.198792382691111,-3.33238371402916
26_4_8_2_26,1.12295087741454,0.007277332195856,1.23631722919216,0.002147771837151,1.69008997662411,0.000469641784296,,-2.13802779993985,0.092129921570502,-2.66801185664538,0.227909826099569,-3.328233270615
27_4_8_2_27,1.13460191653154,2.97851159362966E-05,1.32733039476201,0.002352864580484,1.37634014218624,2.79661882765397E-05,,-4.52600070510363,0.122979039490018,-2.62840306799651,0.13872577664615,-4.55336672287675
27_4_8_2_27,1.19453915865942,2.90873501805447E-05,1.32733039476201,0.001486098922623,1.33403045931568,2.32151545357817E-05,,-4.5362958406087,0.122979039490018,-2.82795228067006,0.125165745743726,-4.63422842103016
27_4_8_2_27,1.2350692460172,3.45527767273405E-05,1.09646148250216,0.00141237528532,1.69879004295173,3.31081413645089E-05,,-4.46151704615069,0.039993379989299,-2.85004989061549,0.230139706813702,-4.48006519912696
27_4_8_2_27,1.19453915865942,3.38039549406798E-05,1.06423219030362,0.002003121833577,1.32364559552371,2.38151702780129E-05,,-4.47103248586339,0.027036391085415,-2.69829263530898,0.121771718855967,-4.62314630894403
27_4_8_2_27,1.20318650124626,3.02348952562064E-05,1.14699864403829,0.001874960334221,1.52669912486265,2.28315081066581E-05,,-4.51949153159683,0.05956290448624,-2.72700791556888,0.183753456645927,-4.6414654007845
28_4_8_2_28,1.06043437339551,0.000202756203333,1.15367040020963,0.00096705018977,1.30440102897145,1.61072732683474E-06,,-3.69302584965896,0.062081750053648,-3.01455098550902,0.115411132725491,-5.79297797322071
28_4_8_2_28,1.12163114422823,0.000235326711295,1.18199126410385,0.000883816873017,1.42163164949183,1.61310155640882E-06,,-3.62832877444054,0.072614266760539,-3.05363771154468,0.152787083513236,-5.79233828977189
28_4_8_2_28,1.13322011330614,0.000144454086261,1.43341649930428,0.001438519981128,1.32843903800601,1.60547902988151E-06,,-3.84027016849266,0.156372399097917,-2.8420841013556,0.123341629453812,-5.7943953626395
28_4_8_2_28,1.12163114422823,0.000115292940853,1.15367040020963,0.00107805446976,1.27739084538251,1.58698503109396E-06,,-3.93819728283923,0.062081750053648,-2.96735929544003,0.106323799395078,-5.79942716961815
28_4_8_2_28,1.12163114422823,0.000114112776892,1.15367040020963,0.000851271532145,1.23115682153308,2.12643498221464E-06,,-3.94266572610737,0.062081750053648,-3.06993188985333,0.090313375749064,-5.67234789171652
29_4_8_2_29,1.54306097908125,0.000465975638517,1.36662153598551,0.000512956866687,1.84727234212946,6.61252879477614E-05,,-3.33163678788983,0.135648260295621,-3.28991915213455,0.266530927906327,-4.1796324237832
29_4_8_2_29,1.61935770819885,0.000534674443099,1.36662153598551,0.000412652789174,1.57695653594946,6.50874213922164E-05,,-3.27191057424329,0.135648260295621,-3.38441521509169,0.197819723476372,-4.18650293382476
29_4_8_2_29,1.54306097908125,0.000347727323932,1.64207581252731,0.000426810696756,1.57790662446042,6.42961198194805E-05,,-3.45876118171637,0.215393204063694,-3.36976470479609,0.198081299455502,-4.19181523534693
29_4_8_2_29,1.31348245654346,0.000311161831171,1.14072402950271,0.000396810187784,1.4845979660385,5.93017454002557E-05,,-3.50701368137533,0.057180590114385,-3.40141718621147,0.171608861215412,-4.22693252406332
29_4_8_2_29,1.26522233961951,0.00028385846012,1.07160524895969,0.000356215546594,1.76926222511535,6.5523210664158E-05,,-3.54689815752918,0.030034832211877,-3.44828713020504,0.247792205143083,-4.18360483011876
30_4_8_4_0,,,,,,,,,,,,
30_4_8_4_0,,,,,,,,,,,,
30_4_8_4_0,,,,,,,,,,,,
30_4_8_4_0,,,,,,,,,,,,
30_4_8_4_0,,,,,,,,,,,,
31_4_8_4_1,,,,,,,,,,,,
31_4_8_4_1,,,,,,,,,,,,
31_4_8_4_1,,,,,,,,,,,,
31_4_8_4_1,,,,,,,,,,,,
31_4_8_4_1,,,,,,,,,,,,
32_4_8_4_2,,,,,,,,,,,,
32_4_8_4_2,,,,,,,,,,,,
32_4_8_4_2,,,,,,,,,,,,
32_4_8_4_2,,,,,,,,,,,,
32_4_8_4_2,,,,,,,,,,,,
33_4_8_4_3,,,,,,,,,,,,
33_4_8_4_3,,,,,,,,,,,,
33_4_8_4_3,,,,,,,,,,,,
33_4_8_4_3,,,,,,,,,,,,
33_4_8_4_3,,,,,,,,,,,,
34_4_8_4_4,,,,,,,,,,,,
34_4_8_4_4,,,,,,,,,,,,
34_4_8_4_4,,,,,,,,,,,,
34_4_8_4_4,,,,,,,,,,,,
34_4_8_4_4,,,,,,,,,,,,
35_4_8_4_5,,,,,,,,,,,,
35_4_8_4_5,,,,,,,,,,,,
35_4_8_4_5,,,,,,,,,,,,
35_4_8_4_5,,,,,,,,,,,,
35_4_8_4_5,,,,,,,,,,,,
36_4_8_4_6,,,,,,,,,,,,
36_4_8_4_6,,,,,,,,,,,,
36_4_8_4_6,,,,,,,,,,,,
36_4_8_4_6,,,,,,,,,,,,
36_4_8_4_6,,,,,,,,,,,,
37_4_8_4_7,,,,,,,,,,,,
37_4_8_4_7,,,,,,,,,,,,
37_4_8_4_7,,,,,,,,,,,,
37_4_8_4_7,,,,,,,,,,,,
37_4_8_4_7,,,,,,,,,,,,
38_4_8_4_8,,,,,,,,,,,,
38_4_8_4_8,,,,,,,,,,,,
38_4_8_4_8,,,,,,,,,,,,
38_4_8_4_8,,,,,,,,,,,,
38_4_8_4_8,,,,,,,,,,,,
39_4_8_4_9,,,,,,,,,,,,
39_4_8_4_9,,,,,,,,,,,,
39_4_8_4_9,,,,,,,,,,,,
39_4_8_4_9,,,,,,,,,,,,
39_4_8_4_9,,,,,,,,,,,,
40_4_8_4_10,,,,,,,,,,,,
40_4_8_4_10,,,,,,,,,,,,
40_4_8_4_10,,,,,,,,,,,,
40_4_8_4_10,,,,,,,,,,,,
40_4_8_4_10,,,,,,,,,,,,
41_4_8_4_11,,,,,,,,,,,,
41_4_8_4_11,,,,,,,,,,,,
41_4_8_4_11,,,,,,,,,,,,
41_4_8_4_11,,,,,,,,,,,,
41_4_8_4_11,,,,,,,,,,,,
42_4_8_4_12,,,,,,,,,,,,
42_4_8_4_12,,,,,,,,,,,,
42_4_8_4_12,,,,,,,,,,,,
42_4_8_4_12,,,,,,,,,,,,
42_4_8_4_12,,,,,,,,,,,,
43_4_8_4_13,,,,,,,,,,,,
43_4_8_4_13,,,,,,,,,,,,
43_4_8_4_13,,,,,,,,,,,,
43_4_8_4_13,,,,,,,,,,,,
43_4_8_4_13,,,,,,,,,,,,
44_4_8_4_14,,,,,,,,,,,,
44_4_8_4_14,,,,,,,,,,,,
44_4_8_4_14,,,,,,,,,,,,
44_4_8_4_14,,,,,,,,,,,,
44_4_8_4_14,,,,,,,,,,,,
45_4_8_4_15,,,,,,,,,,,,
45_4_8_4_15,,,,,,,,,,,,
45_4_8_4_15,,,,,,,,,,,,
45_4_8_4_15,,,,,,,,,,,,
45_4_8_4_15,,,,,,,,,,,,
46_4_8_4_16,,,,,,,,,,,,
46_4_8_4_16,,,,,,,,,,,,
46_4_8_4_16,,,,,,,,,,,,
46_4_8_4_16,,,,,,,,,,,,
46_4_8_4_16,,,,,,,,,,,,
47_4_8_4_17,,,,,,,,,,,,
47_4_8_4_17,,,,,,,,,,,,
47_4_8_4_17,,,,,,,,,,,,
47_4_8_4_17,,,,,,,,,,,,
47_4_8_4_17,,,,,,,,,,,,
48_4_8_4_18,,,,,,,,,,,,
48_4_8_4_18,,,,,,,,,,,,
48_4_8_4_18,,,,,,,,,,,,
48_4_8_4_18,,,,,,,,,,,,
48_4_8_4_18,,,,,,,,,,,,
49_4_8_4_19,,,,,,,,,,,,
49_4_8_4_19,,,,,,,,,,,,
49_4_8_4_19,,,,,,,,,,,,
49_4_8_4_19,,,,,,,,,,,,
49_4_8_4_19,,,,,,,,,,,,
50_4_8_4_20,,,,,,,,,,,,
50_4_8_4_20,,,,,,,,,,,,
50_4_8_4_20,,,,,,,,,,,,
50_4_8_4_20,,,,,,,,,,,,
50_4_8_4_20,,,,,,,,,,,,
51_4_8_4_21,,,,,,,,,,,,
51_4_8_4_21,,,,,,,,,,,,
51_4_8_4_21,,,,,,,,,,,,
51_4_8_4_21,,,,,,,,,,,,
51_4_8_4_21,,,,,,,,,,,,
52_4_8_4_22,,,,,,,,,,,,
52_4_8_4_22,,,,,,,,,,,,
52_4_8_4_22,,,,,,,,,,,,
52_4_8_4_22,,,,,,,,,,,,
52_4_8_4_22,,,,,,,,,,,,
53_4_8_4_23,,,,,,,,,,,,
53_4_8_4_23,,,,,,,,,,,,
53_4_8_4_23,,,,,,,,,,,,
53_4_8_4_23,,,,,,,,,,,,
53_4_8_4_23,,,,,,,,,,,,
54_4_8_4_24,,,,,,,,,,,,
54_4_8_4_24,,,,,,,,,,,,
54_4_8_4_24,,,,,,,,,,,,
54_4_8_4_24,,,,,,,,,,,,
54_4_8_4_24,,,,,,,,,,,,
55_4_8_4_25,,,,,,,,,,,,
55_4_8_4_25,,,,,,,,,,,,
55_4_8_4_25,,,,,,,,,,,,
55_4_8_4_25,,,,,,,,,,,,
55_4_8_4_25,,,,,,,,,,,,
56_4_8_4_26,,,,,,,,,,,,
56_4_8_4_26,,,,,,,,,,,,
56_4_8_4_26,,,,,,,,,,,,
56_4_8_4_26,,,,,,,,,,,,
56_4_8_4_26,,,,,,,,,,,,
57_4_8_4_27,,,,,,,,,,,,
57_4_8_4_27,,,,,,,,,,,,
57_4_8_4_27,,,,,,,,,,,,
57_4_8_4_27,,,,,,,,,,,,
57_4_8_4_27,,,,,,,,,,,,
58_4_8_4_28,,,,,,,,,,,,
58_4_8_4_28,,,,,,,,,,,,
58_4_8_4_28,,,,,,,,,,,,
58_4_8_4_28,,,,,,,,,,,,
58_4_8_4_28,,,,,,,,,,,,
59_4_8_4_29,,,,,,,,,,,,
59_4_8_4_29,,,,,,,,,,,,
59_4_8_4_29,,,,,,,,,,,,
59_4_8_4_29,,,,,,,,,,,,
59_4_8_4_29,,,,,,,,,,,,
60_4_8_8_0,,,,,,,,,,,,
60_4_8_8_0,,,,,,,,,,,,
60_4_8_8_0,,,,,,,,,,,,
60_4_8_8_0,,,,,,,,,,,,
60_4_8_8_0,,,,,,,,,,,,
61_4_8_8_1,,,,,,,,,,,,
61_4_8_8_1,,,,,,,,,,,,
61_4_8_8_1,,,,,,,,,,,,
61_4_8_8_1,,,,,,,,,,,,
61_4_8_8_1,,,,,,,,,,,,
62_4_8_8_2,,,,,,,,,,,,
62_4_8_8_2,,,,,,,,,,,,
62_4_8_8_2,,,,,,,,,,,,
62_4_8_8_2,,,,,,,,,,,,
62_4_8_8_2,,,,,,,,,,,,
63_4_8_8_3,,,,,,,,,,,,
63_4_8_8_3,,,,,,,,,,,,
63_4_8_8_3,,,,,,,,,,,,
63_4_8_8_3,,,,,,,,,,,,
63_4_8_8_3,,,,,,,,,,,,
64_4_8_8_4,,,,,,,,,,,,
64_4_8_8_4,,,,,,,,,,,,
64_4_8_8_4,,,,,,,,,,,,
64_4_8_8_4,,,,,,,,,,,,
64_4_8_8_4,,,,,,,,,,,,
65_4_8_8_5,,,,,,,,,,,,
65_4_8_8_5,,,,,,,,,,,,
65_4_8_8_5,,,,,,,,,,,,
65_4_8_8_5,,,,,,,,,,,,
65_4_8_8_5,,,,,,,,,,,,
66_4_8_8_6,,,,,,,,,,,,
66_4_8_8_6,,,,,,,,,,,,
66_4_8_8_6,,,,,,,,,,,,
66_4_8_8_6,,,,,,,,,,,,
66_4_8_8_6,,,,,,,,,,,,
67_4_8_8_7,,,,,,,,,,,,
67_4_8_8_7,,,,,,,,,,,,
67_4_8_8_7,,,,,,,,,,,,
67_4_8_8_7,,,,,,,,,,,,
67_4_8_8_7,,,,,,,,,,,,
68_4_8_8_8,,,,,,,,,,,,
68_4_8_8_8,,,,,,,,,,,,
68_4_8_8_8,,,,,,,,,,,,
68_4_8_8_8,,,,,,,,,,,,
68_4_8_8_8,,,,,,,,,,,,
69_4_8_8_9,,,,,,,,,,,,
69_4_8_8_9,,,,,,,,,,,,
69_4_8_8_9,,,,,,,,,,,,
69_4_8_8_9,,,,,,,,,,,,
69_4_8_8_9,,,,,,,,,,,,
70_4_8_8_10,,,,,,,,,,,,
70_4_8_8_10,,,,,,,,,,,,
70_4_8_8_10,,,,,,,,,,,,
70_4_8_8_10,,,,,,,,,,,,
70_4_8_8_10,,,,,,,,,,,,
71_4_8_8_11,,,,,,,,,,,,
71_4_8_8_11,,,,,,,,,,,,
71_4_8_8_11,,,,,,,,,,,,
71_4_8_8_11,,,,,,,,,,,,
71_4_8_8_11,,,,,,,,,,,,
72_4_8_8_12,,,,,,,,,,,,
72_4_8_8_12,,,,,,,,,,,,
72_4_8_8_12,,,,,,,,,,,,
72_4_8_8_12,,,,,,,,,,,,
72_4_8_8_12,,,,,,,,,,,,
73_4_8_8_13,,,,,,,,,,,,
73_4_8_8_13,,,,,,,,,,,,
73_4_8_8_13,,,,,,,,,,,,
73_4_8_8_13,,,,,,,,,,,,
73_4_8_8_13,,,,,,,,,,,,
74_4_8_8_14,,,,,,,,,,,,
74_4_8_8_14,,,,,,,,,,,,
74_4_8_8_14,,,,,,,,,,,,
74_4_8_8_14,,,,,,,,,,,,
74_4_8_8_14,,,,,,,,,,,,
75_4_8_8_15,,,,,,,,,,,,
75_4_8_8_15,,,,,,,,,,,,
75_4_8_8_15,,,,,,,,,,,,
75_4_8_8_15,,,,,,,,,,,,
75_4_8_8_15,,,,,,,,,,,,
76_4_8_8_16,,,,,,,,,,,,
76_4_8_8_16,,,,,,,,,,,,
76_4_8_8_16,,,,,,,,,,,,
76_4_8_8_16,,,,,,,,,,,,
76_4_8_8_16,,,,,,,,,,,,
77_4_8_8_17,,,,,,,,,,,,
77_4_8_8_17,,,,,,,,,,,,
77_4_8_8_17,,,,,,,,,,,,
77_4_8_8_17,,,,,,,,,,,,
77_4_8_8_17,,,,,,,,,,,,
78_4_8_8_18,,,,,,,,,,,,
78_4_8_8_18,,,,,,,,,,,,
78_4_8_8_18,,,,,,,,,,,,
78_4_8_8_18,,,,,,,,,,,,
78_4_8_8_18,,,,,,,,,,,,
79_4_8_8_19,,,,,,,,,,,,
79_4_8_8_19,,,,,,,,,,,,
79_4_8_8_19,,,,,,,,,,,,
79_4_8_8_19,,,,,,,,,,,,
79_4_8_8_19,,,,,,,,,,,,
80_4_8_8_20,,,,,,,,,,,,
80_4_8_8_20,,,,,,,,,,,,
80_4_8_8_20,,,,,,,,,,,,
80_4_8_8_20,,,,,,,,,,,,
80_4_8_8_20,,,,,,,,,,,,
81_4_8_8_21,,,,,,,,,,,,
81_4_8_8_21,,,,,,,,,,,,
81_4_8_8_21,,,,,,,,,,,,
81_4_8_8_21,,,,,,,,,,,,
81_4_8_8_21,,,,,,,,,,,,
82_4_8_8_22,,,,,,,,,,,,
82_4_8_8_22,,,,,,,,,,,,
82_4_8_8_22,,,,,,,,,,,,
82_4_8_8_22,,,,,,,,,,,,
82_4_8_8_22,,,,,,,,,,,,
83_4_8_8_23,,,,,,,,,,,,
83_4_8_8_23,,,,,,,,,,,,
83_4_8_8_23,,,,,,,,,,,,
83_4_8_8_23,,,,,,,,,,,,
83_4_8_8_23,,,,,,,,,,,,
84_4_8_8_24,,,,,,,,,,,,
84_4_8_8_24,,,,,,,,,,,,
84_4_8_8_24,,,,,,,,,,,,
84_4_8_8_24,,,,,,,,,,,,
84_4_8_8_24,,,,,,,,,,,,
85_4_8_8_25,,,,,,,,,,,,
85_4_8_8_25,,,,,,,,,,,,
85_4_8_8_25,,,,,,,,,,,,
85_4_8_8_25,,,,,,,,,,,,
85_4_8_8_25,,,,,,,,,,,,
86_4_8_8_26,,,,,,,,,,,,
86_4_8_8_26,,,,,,,,,,,,
86_4_8_8_26,,,,,,,,,,,,
86_4_8_8_26,,,,,,,,,,,,
86_4_8_8_26,,,,,,,,,,,,
87_4_8_8_27,,,,,,,,,,,,
87_4_8_8_27,,,,,,,,,,,,
87_4_8_8_27,,,,,,,,,,,,
87_4_8_8_27,,,,,,,,,,,,
87_4_8_8_27,,,,,,,,,,,,
88_4_8_8_28,,,,,,,,,,,,
88_4_8_8_28,,,,,,,,,,,,
88_4_8_8_28,,,,,,,,,,,,
88_4_8_8_28,,,,,,,,,,,,
88_4_8_8_28,,,,,,,,,,,,
89_4_8_8_29,,,,,,,,,,,,
89_4_8_8_29,,,,,,,,,,,,
89_4_8_8_29,,,,,,,,,,,,
89_4_8_8_29,,,,,,,,,,,,
89_4_8_8_29,,,,,,,,,,,,
