Experiment,config,name,score,memory,used,run,time
65_4_8_8_5,2714.155,222564352,1.4800500869751,,,,
66_4_8_8_6,2919.485,703242240,79.7311880588532,,,,
67_4_8_8_7,3029.89,1219919872,262.217000961304,,,,
68_4_8_8_8,3395.197,251842560,4.19637203216553,,,,
69_4_8_8_9,2993.509,676839424,119.585222005844,,,,
70_4_8_8_10,2596.044,263307264,6.58639097213745,,,,
71_4_8_8_11,2806.486,3981369344,1412.613904953,,,,
72_4_8_8_12,2940.215,3151130624,1238.7549290657,,,,
73_4_8_8_13,3276.763,247242752,2.94322609901428,,,,
74_4_8_8_14,1921.162,316571648,16.012158870697,,,,
75_4_8_8_15,3288.375,211177472,2.51344108581543,,,,
76_4_8_8_16,1674.66,4179951616,2437.43472003937,,,,
77_4_8_8_17,3345.866,342437888,35.4242029190063,,,,
78_4_8_8_18,2545.224,217321472,1.60251808166504,,,,
79_4_8_8_19,3014.543,287145984,8.59679388999939,,,,
80_4_8_8_20,2364.721,915562496,208.191609144211,,,,
81_4_8_8_21,2301.496,181235712,0.44757604598999,,,,
82_4_8_8_22,2719.899,199671808,0.673595905303955,,,,
83_4_8_8_23,2523.806,284995584,7.74043893814087,,,,
84_4_8_8_24,3218.731,356184064,30.9201591014862,,,,
85_4_8_8_25,3181.53,13323083776,3519.50383996963,,,,
86_4_8_8_26,1832.614,302329856,11.5596439838409,,,,
87_4_8_8_27,2918.976,1085628416,170.000550985336,,,,
88_4_8_8_28,4036.955,891998208,131.696488857269,,,,
89_4_8_8_29,2896.944,229437440,1.42880606651306,,,,
