Experiment config name,Central,Raw CBAA,Raw ADMM,CBAA,ADMM,ADMM_1,,Greedy
82_4_8_8_22,442.899147987366,6.19319844245911,10.6641547679901,0.013983315322692,0.024078065664498,0.024078065664498,0.265222913094069,0.000183684186127
83_4_8_8_23,232.541210174561,19.2402493953705,8.574303150177,0.082739095495923,0.036872187702733,0.036872187702733,-0.38346639687004,2.29941166088234E-05
84_4_8_8_24,1260.82091188431,4.65893292427063,6.2135021686554,0.003695158353067,0.004928140158597,0.004928140158597,0.142982618989947,7.4263556620823E-06
85_4_8_8_25,576.8796210289,13.7762982845306,13.1005249023438,0.023880715806809,0.022709287041512,0.022709287041512,-0.02514335036876,6.38661061594457E-07
86_4_8_8_26,328.133761882782,14.5187268257141,19.3169429302216,0.04424636691576,0.05886911124105,0.05886911124105,0.141809402299943,2.61635020792924E-07
87_4_8_8_27,700.37376499176,9.11758732795715,17.237535238266,0.01301817370053,0.02461190881196,0.02461190881196,0.308097520317185,0.000184977528082
88_4_8_8_28,110.61455988884,4.02667260169983,6.68557357788086,0.036402735821996,0.060440267398789,0.060440267398789,0.248211339770116,0.000152890896589
89_4_8_8_29,1089.42019605637,13.0515372753143,8.35700750350952,0.011980260070963,0.007671059829588,0.007671059829588,-0.219282992856589,6.70908898017183E-07
79_4_8_8_19,0.224007129669189,0.982564210891724,2.92200994491577,,,,,2.50306469557596E-05
00_4_8_8_0,,4.55341958999634,9.95263409614563,,,,,
01_4_8_8_1,,7.00895929336548,7.85863637924194,,,,,
02_4_8_8_2,,17.796816110611,15.8322138786316,,,,,
03_4_8_8_3,,7.04853701591492,7.20339226722717,,,,,
04_4_8_8_4,,7.1148841381073,6.40517044067383,,,,,
05_4_8_8_5,,25.7277534008026,9.90232682228088,,,,,
06_4_8_8_6,,30.6503937244415,8.8386504650116,,,,,
07_4_8_8_7,,10.5739502906799,7.39457678794861,,,,,
08_4_8_8_8,,27.2414219379425,8.85537385940552,,,,,
09_4_8_8_9,,11.09645652771,15.3455908298492,,,,,
10_4_8_8_10,,56.8968839645386,19.2319068908691,,,,,
11_4_8_8_11,,3.69738721847534,6.86653208732605,,,,,
12_4_8_8_12,,7.10574746131897,10.6367104053497,,,,,
13_4_8_8_13,,6.89652633666992,7.65276527404785,,,,,
14_4_8_8_14,,12.292754650116,7.67043232917786,,,,,
15_4_8_8_15,,2.34554696083069,4.86491346359253,,,,,
16_4_8_8_16,,5.549724817276,8.02277302742004,,,,,
17_4_8_8_17,,38.1476857662201,13.7137582302094,,,,,
18_4_8_8_18,,0.969310522079468,2.87750029563904,,,,,
19_4_8_8_19,,4.70175528526306,6.18360352516174,,,,,
20_4_8_8_20,,9.75573778152466,8.79259276390076,,,,,
21_4_8_8_21,,14.5085368156433,13.659775018692,,,,,
22_4_8_8_22,,3.96158885955811,5.05020427703857,,,,,
23_4_8_8_23,,13.5626859664917,8.43696761131287,,,,,
24_4_8_8_24,,29.5332450866699,11.8522706031799,,,,,
25_4_8_8_25,,8.54142904281616,10.0241696834564,,,,,
26_4_8_8_26,,10.1742935180664,18.0096256732941,,,,,
27_4_8_8_27,,12.307516336441,10.2436926364899,,,,,
28_4_8_8_28,,83.3117098808289,25.9095244407654,,,,,
29_4_8_8_29,,1.30429911613464,3.03761839866638,,,,,
30_4_8_8_30,,6.35684895515442,5.14810466766357,,,,,
31_4_8_8_31,,7.09960579872131,11.1951498985291,,,,,
32_4_8_8_32,,30.8180484771729,10.2491903305054,,,,,
33_4_8_8_33,,30.9383552074432,16.1281864643097,,,,,
34_4_8_8_34,,14.8274557590485,14.2754814624786,,,,,
35_4_8_8_35,,2.21243667602539,4.65824484825134,,,,,
36_4_8_8_36,,21.2508199214935,7.01724052429199,,,,,
37_4_8_8_37,,31.9700202941895,12.1289420127869,,,,,
38_4_8_8_38,,17.1977334022522,8.25417971611023,,,,,
39_4_8_8_39,,7.90546464920044,7.47676968574524,,,,,
40_4_8_8_40,,6.51908302307129,8.67661595344543,,,,,
41_4_8_8_41,,13.0562462806702,11.9922094345093,,,,,
42_4_8_8_42,,6.32793521881104,8.03293538093567,,,,,
43_4_8_8_43,,18.8338313102722,15.2105782032013,,,,,
44_4_8_8_44,,15.7031691074371,14.4410922527313,,,,,
45_4_8_8_45,,11.5261943340302,9.62223649024963,,,,,
46_4_8_8_46,,16.4987473487854,12.8358149528503,,,,,
47_4_8_8_47,,7.72031497955322,8.75956702232361,,,,,
48_4_8_8_48,,12.6426091194153,6.29157829284668,,,,,
49_4_8_8_49,,13.9340054988861,16.5350844860077,,,,,
50_4_8_8_50,,12.6350762844086,8.60706448554993,,,,,
51_4_8_8_51,,4.15588784217835,5.69854021072388,,,,,
52_4_8_8_52,,21.6242852210999,23.6223402023315,,,,,
53_4_8_8_53,,1.35716819763184,3.01332664489746,,,,,
54_4_8_8_54,,4.14552474021912,6.5304651260376,,,,,
55_4_8_8_55,,1.83716773986816,3.81204557418823,,,,,
56_4_8_8_56,,10.410991191864,10.1313128471375,,,,,
57_4_8_8_57,,12.5604720115662,7.86377120018005,,,,,
58_4_8_8_58,,6.7705385684967,12.7545168399811,,,,,
59_4_8_8_59,,6.50710988044739,5.15876460075378,,,,,
60_4_8_8_60,,8.10645174980164,7.60526967048645,,,,,
61_4_8_8_61,,6.95244908332825,6.89694285392761,,,,,
62_4_8_8_62,,15.3191947937012,20.3728482723236,,,,,
63_4_8_8_63,,54.6634528636932,12.0457038879395,,,,,
64_4_8_8_64,,6.66601395606995,23.5111963748932,,,,,
65_4_8_8_65,,8.08950614929199,11.7512295246124,,,,,
66_4_8_8_66,,8.73104548454285,11.8717992305756,,,,,
67_4_8_8_67,,7.45902061462402,5.02639532089233,,,,,
68_4_8_8_68,,14.2276651859283,17.1831974983215,,,,,
69_4_8_8_69,,14.2330043315887,16.1996593475342,,,,,
