Experiment config name,Unguided,Guided,Relative Performance,Log Relative Performance,2 Skills,4 Skills,8 Skills
45_4_8_4_15,23.8155341148376,1023.28361463547,42.9670655170374,1.63313569407776,,,
46_4_8_4_16,808.622923851013,1135.88119983673,1.40471060902797,0.14758686242798,,,
47_4_8_4_17,11.9186599254608,915.280117511749,76.7938781067589,1.88532660010411,,,
48_4_8_4_18,38.3325951099396,19.4113521575928,0.506392851877629,-0.295512433346175,,,
49_4_8_4_19,12.5579948425293,110.279211997986,8.78159398700426,0.943573353825097,,,
50_4_8_4_20,4.34102487564087,918.252971410751,211.52907382849,2.32537006786001,,,
51_4_8_4_21,25.8893778324127,3.43091368675232,0.132522060165421,-0.877711821269404,,,
52_4_8_4_22,53.3495059013367,31.8095850944519,0.596248916593151,-0.224572397080624,,,
53_4_8_4_23,4.35503911972046,100.948298215866,23.1796536014459,1.36510694154541,,,
54_4_8_4_24,24.510153055191,919.944329023361,37.5331939768743,1.57441552331289,,,
55_4_8_4_25,2.11715197563171,3.10809063911438,1.46805268345793,0.166741641223454,,,
56_4_8_4_26,3.55690693855286,607.067412376404,170.672841000274,2.23216441776307,,,
57_4_8_4_27,3.23593616485596,9.14948654174805,2.82746200036839,0.451396776942774,,,
58_4_8_4_28,2.68665504455566,731.63011932373,272.320080989308,2.43507966756579,,,
59_4_8_4_29,14.7362139225006,18.580188035965,1.26085221982256,0.100664187384646,,,
60_4_8_8_0,86.9488170146942,1375.64794802666,15.8213532427264,1.19924362712082,,,
61_4_8_8_1,2453.80311512947,1261.12962245941,0.513948985834942,-0.289079986588187,,,
62_4_8_8_2,1225.30288100243,1580.8424949646,1.29016467640336,0.110645147112277,,,
63_4_8_8_3,258.038480043411,1444.2499628067,5.59703328962304,0.747957889979197,,,
64_4_8_8_4,2.44010901451111,55.4560558795929,22.7268763607694,1.35653974929722,,,
65_4_8_8_5,49.4579470157623,1111.54002141953,22.474447252436,1.3516890192854,,,
66_4_8_8_6,269.519995212555,1297.85704493523,4.81543880969455,0.682635868603993,,,
67_4_8_8_7,2343.01505613327,54.432226896286,0.023231701714336,-1.63391897710989,,,
68_4_8_8_8,929.251620054245,728.917701721191,0.784413700218936,-0.105454829744787,,,
69_4_8_8_9,823.091774940491,1671.3204100132,2.03053955937542,0.307611454919922,,,
70_4_8_8_10,9.55111885070801,1163.16296195984,121.78290105495,2.08558631540047,,,
71_4_8_8_11,1467.27142310143,1789.72123408318,1.21976152871578,0.086274931587734,,,
72_4_8_8_12,1697.30331897736,1323.91086268425,0.780008409741352,-0.107900714893398,,,
73_4_8_8_13,2290.15560603142,1668.77276444435,0.728672217752114,-0.137467788601959,,,
74_4_8_8_14,260.673445940018,41.7609179019928,0.160203958448465,-0.795326757221281,,,
75_4_8_8_15,2.02071809768677,1044.72906947136,517.008815166905,2.71349794801794,,,
76_4_8_8_16,1756.11967015266,13.1393139362335,0.007482015126618,-2.12598141811054,,,
77_4_8_8_17,32.9058020114899,1352.33129620552,41.0970471327008,1.61381061846867,,,
78_4_8_8_18,9.91812515258789,1054.01830554009,106.271930362269,2.02641856933446,,,
79_4_8_8_19,688.687322854996,84.0844628810883,0.122093815423393,-0.913306334380418,,,
80_4_8_8_20,880.465031862259,10.0563759803772,0.011421664252931,-1.9422706103455,,,
81_4_8_8_21,13.3755638599396,14.1246166229248,1.05600158399517,0.023664569637043,,,
82_4_8_8_22,50.9039530754089,1075.1464509964,21.1210797205412,1.32471611578825,,,
83_4_8_8_23,228.656816959381,1371.16868638992,5.99662281939969,0.777906733079078,,,
84_4_8_8_24,1606.50594997406,10.9099180698395,0.006791084757586,-2.16806084919427,,,
85_4_8_8_25,6475.8018848896,48.2669603824616,0.007453433758541,-2.12764360391943,,,
86_4_8_8_26,14.8407800197601,56.6678740978241,3.81838919668456,0.58188019261659,,,
87_4_8_8_27,181.001795053482,1017.86468577385,5.62350602917,0.750007165100751,,,
88_4_8_8_28,2076.31585383415,42.7011530399323,0.020565827189096,-1.6868538178137,,,
89_4_8_8_29,82.9649510383606,9.37114429473877,0.112953050383961,-0.947102036128891,,,
